"","headline","snippet","date","text_clean","keyword","framing_label"
"5056","In Pakistan, a bid to show child fighters another life","... radicalizing the gangly boys who make up a ... Peracha said she eventually wants to take de-radicalization programs to Pakistan's prisons.","2010-03-27"," pakistan bid show child fighters another life radicalizing gangly boys make peracha said eventually wants take deradicalization programs pakistans prison","Radicalization","Neutral"
"5057","Siberia to the Caucasus: A journey of radicalization - The ...","Siberia to the Caucasus: A journey of radicalization. Suspected trainer of Moscow subway bombers began as a convert to Islam and became the symbol of an ...","2010-04-07","siberia caucasus journey radicalization siberia caucasus journey radicalization suspected trainer moscow subway bombers began convert islam became symbol  ","Radicalization","Neutral"
"5058","For Obama, weekly tutorials in terrorism","Even before this week, Obama had brought up the subject of radicalization on several occasions, regular participants in the meetings said ...","2010-05-05"," obama weekly tutorials terrorism even week obama brought subject radicalization several occasions regular participants meetings said ","Radicalization","Terrorism"
"5059","OpinionTerrorism's supermarket","... radicalized him. We may never be sure what made him want to kill innocent men, women and children. But his story shares another important ...","2010-05-09","opinionterrorisms supermarket radicalized may never sure made want kill innocent men women children story shares another important ","Radicalization","Neutral"
"5060","Father of Times Square suspect an 'enlightened, upright' man","Now when I think of him in custody for alleged radicalization, I am not ready to believe it."" Khan, a special correspondent, reported from ...","2010-05-13","father times square suspect enlightened upright man now think custody alleged radicalization ready believe khan special correspondent reported  ","Radicalization","Neutral"
"5061","Nothing much to Crowe about","... radicalization of some guy named Longstride. Advertisement. Advertisement. Who? Robin Longstride (Russell Crowe) is a common bowman -- call ...","2010-05-13","nothing much crowe radicalization guy named longstride advertisement advertisement robin longstride russell crowe common bowman call ","Radicalization","Neutral"
"5062","Among Pakistani elite, radicalism","Muhammad Amir Rana, a terrorism researcher in Islamabad, said his recent surveys indicate that radicalization is rising among privileged ...","2010-05-22","among pakistani elite radicalism muhammad amir rana terrorism researcher islamabad said recent surveys indicate radicalization rising among privileged ","Radicalization","Terrorism"
"5063","National security strategy looks beyond military might","... radicalized here at home."" Advertisement. Story continues below advertisement. In a speech at the Center for Strategic and International ...","2010-05-26","national security strategy looks beyond military might radicalized home advertisement story continues advertisement speech center strategic international ","Radicalization","Neutral"
"5064","OpinionTerror -- and candor","... radicalized? On the contrary. He was moved not by their suffering but by the suffering they (and the rest of the U.S. military) inflicted on ...","2010-07-01","opinionterror candor radicalized contrary moved suffering suffering rest us military inflicted  ","Radicalization","Neutral"
"5065","Arrest of Va. man spotlights al-Qaeda's new American recruiters","... radicalize other Americans, counterterrorism officials said. Zachary Adam Chesser, 20, of Oakton sought to follow the path of at least four ...","2010-07-31","arrest va man spotlights alqaedas new american recruiters radicalize americans counterterrorism officials said zachary adam chesser oakton sought follow path least four ","Radicalization","Neutral"
"5066","U.S. charges 14 with giving support to Somali insurgent group","... radicalization,"" said Frank J. Cilluffo, an official in the George W. Bush administration who heads the Homeland Security Policy Institute ...","2010-08-05","us charges giving support somali insurgent group radicalization said frank j cilluffo official george w bush administration heads homeland security policy institute ","Radicalization","Neutral"
"5067","OpinionIn '08, Hillary lost but feminism won","... radicalizing me in my support for Clinton more than the candidate herself ever could have."" Despite the setbacks and disappointments ...","2010-09-18","opinionin hillary lost feminism won radicalizing support clinton candidate ever despite setbacks disappointments ","Radicalization","Neutral"
"5068","After 40 years, FBI hunt for elusive bomb suspect heats up","Burt later told Holzhueter that his time at the Cardinal radicalized him. By 1970, authorities said, Burt had joined a local antiwar group ...","2010-09-21"," years fbi hunt elusive bomb suspect heats burt later told holzhueter time cardinal radicalized authorities said burt joined local antiwar group ","Radicalization","Neutral"
"5069","Al-Qaeda likely to try small-scale attacks on U.S., officials say","... radicalized Americans inspired by the ideology of violent jihad. ... radicalization pathways. ""Beyond the sheer number of disruptions and ...","2010-09-22","alqaeda likely try smallscale attacks us officials say radicalized americans inspired ideology violent jihad radicalization pathways beyond sheer number disruptions  ","Radicalization","Neutral"
"5070","OpinionWho's afraid of Egypt?","... radicalization by the growing opposition. By retrenching in autocracy, 82-year-old President Hosni Mubarak is endangering the stability of ...","2010-12-04","opinionwhos afraid egypt radicalization growing opposition retrenching autocracy yearold president hosni mubarak endangering stability  ","Radicalization","Neutral"
"5071","Administration will keep pushing for Mideast deal","""Radicalization of the region's young people and growing support for violent ideologies undermine the stability and prosperity of the Middle ...","2010-12-10","administration will keep pushing mideast deal radicalization regions young people growing support violent ideologies undermine stability prosperity middle ","Radicalization","Neutral"
"5072","OpinionAn international coalition for Guantanamo","CIA Director Leon Panetta told Congress this month that if captured, Osama bin Laden would be sent to Guantanamo. This was no surprise to those who follow news of the controversial detention facility....","2011-02-24","opinionan international coalition guantanamo cia director leon panetta told congress month captured osama bin laden sent guantanamo surprise follow news controversial detention facil","Radicalization","Neutral"
"5073","Stephanie Staal’s ‘Reading Women’: Looking to feminist texts to find herself","rc-CS signed off 2/18...","2011-03-03","stephanie staal’s ‘reading women’ looking feminist texts find rccs signed ","Radicalization","Neutral"
"5074","OpinionHomegrown Islamic radicalization: Worth studying","FOR THE PAST several years, discussions on Capitol Hill about the growing threat of homegrown terrorism have been relatively commonplace — and uncontroversial. The Senate Committee on Homeland Securit...","2011-03-09","opinionhomegrown islamic radicalization worth studying past several years discussions capitol hill growing threat homegrown terrorism relatively commonplace — uncontroversial senate committee homeland securit","Radicalization","Terrorism"
"5075","Rep. Peter King’s Muslim hearing: Plenty of drama, less substance","A House hearing on the radicalization of American Muslims offered a few facts and a surplus of political theater, as legislators from both parties argued about Islam, terrorism — and the wisdom of the hearing itself.","2011-03-10","rep peter king’s muslim hearing plenty drama less substance house hearing radicalization american muslims offered facts surplus political theater legislators parties argued islam terrorism — wisdom hearing ","Radicalization","Terrorism"
"5076","American Muslim groups react to views presented in controversial hearing","If Rep. Peter King’s hearing was about anything, it was about trying to empower a different group of Muslim leaders, people King and other conservatives view as more patriotic, more cooperative and more focused on rooting out terrorists than on Islamophobia.","2011-03-12","american muslim groups react views presented controversial hearing rep peter king’s hearing anything trying empower different group muslim leaders people king conservatives view patriotic cooperative focused rooting terrorists islamophobia","Radicalization","Neutral"
"5077","OpinionFive myths about Muslims in America","Five myths about Muslims in America.","2011-04-01","opinionfive myths muslims america five myths muslims america","Radicalization","Neutral"
"5078","Glenn Beck to end daily TV program on Fox News Channel","Glenn Beck and Fox News Channel formally agreed Wednesday to end Beck’s daily program, which will dissolve a 27-month marriage beset by outside pressures and internal tensions sometime this year....","2011-04-06","glenn beck end daily tv program fox news channel glenn beck fox news channel formally agreed wednesday end beck’s daily program will dissolve month marriage beset outside pressures internal tensions sometime year","Radicalization","Neutral"
"5079","OpinionA foreign policy that needs realism and pragmatism","The right U.S. policy for the Middle East uprisings.","2011-04-28","opiniona foreign policy needs realism pragmatism right us policy middle east upris","Radicalization","Neutral"
"5080","OpinionThe radicalization of Pakistan’s military","Islamist ideology is replacing strategy.","2011-06-22","opinionthe radicalization pakistan’s military islamist ideology replacing strategi","Radicalization","Neutral"
"5081","Muslim activist in Minnesota struggles as one-man counter against lure of terrorism","A Muslim activist struggles to steer Somali American youths in Minneapolis from the lure of jihad.","2011-07-08","muslim activist minnesota struggles oneman counter lure terrorism muslim activist struggles steer somali american youths minneapolis lure jihad","Radicalization","Terrorism"
"5082","Book review: “Millennium People,” by the late British novelist J.G. Ballard","A social satirist who often adopted the guise of a science fiction writer, J.G. Ballard wrote the sort of books Kurt Vonnegut would have written if Vonnegut had not been such a nice guy: grim, mordant...","2011-08-05","book review “millennium people” late british novelist jg ballard social satirist often adopted guise science fiction writer jg ballard wrote sort books kurt vonnegut written vonnegut nice guy grim mord","Radicalization","Neutral"
"5083","25-year-old American is killed with mentor Aulaqi in drone strike","Samir Khan, 25, who was killed alongside Anwar al-Aulaqi, was a driving force behind the efforts of al-Qaeda’s Yemen affiliate to promote itself among English speakers.","2011-09-30","yearold american killed mentor aulaqi drone strike samir khan killed alongside anwar alaulaqi driving force behind efforts alqaeda’s yemen affiliate promote among english speak","Radicalization","Neutral"
"5084","OpinionHow to win in Afghanistan","Go after insurgent sanctuaries in Pakistan.","2011-11-29","opinionhow win afghanistan go insurgent sanctuaries pakistan","Radicalization","Neutral"
"5085","In climate wars, advocacy by some researchers brings risks","As climate skeptics have made inroads and policymakers have abandoned an ambitious effort to curb greenhouse-gas emissions nationwide, many of these academics have become radicalized.","2012-03-05"," climate wars advocacy researchers brings risks climate skeptics made inroads policymakers abandoned ambitious effort curb greenhousegas emissions nationwide many academics become radic","Radicalization","Neutral"
"5086","U.N. monitors’ mission in Syria at risk as violence spreads","Reports of cease-fire violations by security forces and armed opponents of President Bashar al-Assad undermine observers’ efforts.","2012-04-16","un monitors’ mission syria risk violence spreads reports ceasefire violations security forces armed opponents president bashar alassad undermine observers’ effort","Radicalization","Neutral"
"5087","Pakistan dancers put on a rare performance","LAHORE, Pakistan — In an auditorium at a luxury hotel here the other day, an artistic spectacle unfolded that once would have been unimaginable: Women and men danced together....","2012-05-07","pakistan dancers put rare performance lahore pakistan — auditorium luxury hotel day artistic spectacle unfolded unimaginable women men danced togeth","Radicalization","Neutral"
"5088","In Yemen, U.S. airstrikes breed anger, and sympathy for al-Qaeda","An escalated drone campaign in Yemen has produced a backlash over civilian casualties.","2012-05-29"," yemen us airstrikes breed anger sympathy alqaeda escalated drone campaign yemen produced backlash civilian casualti","Radicalization","Neutral"
"5089","Indonesian security forces turn to Islamic clerics to uproot terrorism","Despite recent successes, officials say they must deploy more than just guns if they want to uproot terrorism.","2012-08-27","indonesian security forces turn islamic clerics uproot terrorism despite recent successes officials say must deploy just guns want uproot terror","Radicalization","Terrorism"
"5090","Capitol suicide-bomb plotter gets 30-year sentence","An Alexandria man who plotted to use explosives at the U.S. Capitol he thought were given to him by al-Qaeda has been sentenced to 30 years in prison.","2012-09-14","capitol suicidebomb plotter gets year sentence alexandria man plotted use explosives us capitol thought given alqaeda sentenced years prison","Radicalization","Neutral"
"5091","Lebanon’s Sunnis at risk of radicalization","The recent strife in Beirut has exposed worrying shifts in the allegiances of Sunnis","2012-10-31","lebanon’s sunnis risk radicalization recent strife beirut exposed worrying shifts allegiances sunni","Radicalization","Neutral"
"5092","OpinionMisreading politics and polls","ok - lozada...","2013-03-28","opinionmisreading politics polls ok lozada","Radicalization","Neutral"
"5093","Tsarnaev brothers not yet linked to foreign terror groups, officials say","The Tsarnaevs have not yet been tied to foreign terror groups, officials probing the Boston bombing say.","2013-05-08","tsarnaev brothers yet linked foreign terror groups officials say tsarnaevs yet tied foreign terror groups officials probing boston bombing sai","Radicalization","Neutral"
"5094","Minnesota gets closer to gay marriage; Tunisian man is charged in terrorism plot","A roundup of national news.","2013-05-09","minnesota gets closer gay marriage tunisian man charged terrorism plot roundup national new","Radicalization","Terrorism"
"5095","OpinionWar on terror isn’t over just because Obama says so","Obama can’t end it with one speech.","2013-05-28","opinionwar terror isn’t just obama says obama can’t end one speech","Radicalization","Neutral"
"5096","OpinionRadicalization in the Sinai Peninsula","Radical Islamists are exploiting Sinai’s security vacuum.","2013-08-29","opinionradicalization sinai peninsula radical islamists exploiting sinai’s security vacuum","Radicalization","Neutral"
"5097","OpinionNow that the Muslim Brotherhood is declared a terrorist group, it just might become one","Egypt’s Muslim Brotherhood might be pushed into violence.","2014-01-10","opinionnow muslim brotherhood declared terrorist group just might become one egypt’s muslim brotherhood might pushed viol","Radicalization","Neutral"
"5098","OpinionEgypt can stop its spiral toward radicalization","The military can end the instability by restoring citizens’ rights.","2014-02-21","opinionegypt can stop spiral toward radicalization military can end instability restoring citizens’ right","Radicalization","Neutral"
"5099","Egypt sentences 683 to death in latest mass trial of dissidents","Egypt sentences 683 to death","2014-04-28","egypt sentences death latest mass trial dissidents egypt sentences death","Radicalization","Neutral"
"5100","Poll: Hamas popularity surges after war with Israel","And it's a familiar pattern.","2014-09-02","poll hamas popularity surges war israel familiar pattern","Radicalization","Neutral"
"5101","Rep. McCaul questions U.S. response to ‘jihadi cool’ threat","McCaul noted in an editorial that President Obama made no mention of plans for combating home-grown terrorists during his speech Wednesday.","2014-09-12","rep mccaul questions us response ‘jihadi cool’ threat mccaul noted editorial president obama made mention plans combating homegrown terrorists speech wednesdai","Radicalization","Neutral"
"5102","The root problem of Muslim integration in Britain is alienation","It's not clear civic orientation and language courses will be enough to overcome the alienation felt by second- and third-generation immigrant youth.","2014-10-06"," root problem muslim integration britain alienation clear civic orientation language courses will enough overcome alienation felt second thirdgeneration immigrant youth","Radicalization","Neutral"
"5103","In its fourth season, ‘Homeland’ crowns Carrie Mathison ‘Drone Queen’","The fourth season of ""Homeland"" was supposed to be a reboot, but mostly it brings a new perspective to the same questions that have always animated it.","2014-10-10"," fourth season ‘homeland’ crowns carrie mathison ‘drone queen’ fourth season homeland supposed reboot mostly brings new perspective questions always animated ","Radicalization","Neutral"
"5104","OpinionA small organization offers a fresh approach on preventing terrorism","A small organization offers a fresh approach.","2014-10-21","opiniona small organization offers fresh approach preventing terrorism small organization offers fresh approach","Radicalization","Terrorism"
"5105","How the Islamic State evolved in an American prison","How a notorious American prison contributed to the Islamic State.","2014-11-04"," islamic state evolved american prison notorious american prison contributed islamic st","Radicalization","Neutral"
"5106","OpinionPutin’s combative course","The aggressive re-militarization of Russia.","2014-11-18","opinionputin’s combative course aggressive remilitarization russia","Radicalization","Neutral"
"5107","Australia’s jihadist problem is much bigger than Sydney’s hostage crisis","The rise of the Islamic State has rattled Australia more than many Western countries.","2014-12-15","australia’s jihadist problem much bigger sydney’s hostage crisis rise islamic state rattled australia many western countri","Radicalization","Neutral"
"5108","How Pakistan’s unregulated madrassa system sows division and religious strife","The gruesome killing of 134 children in a Peshawar school has renewed concerns about Pakistan’s unfinished agenda of uprooting militancy and intolerance.","2014-12-22"," pakistan’s unregulated madrassa system sows division religious strife gruesome killing children peshawar school renewed concerns pakistan’s unfinished agenda uprooting militancy intoler","Radicalization","Neutral"
"5109","OpinionFareed Zakaria: U.S. intervention is not the answer","No matter what the U.S. has done, Islamic radicalism has been on the rise for two decades.","2015-01-15","opinionfareed zakaria us intervention answer matter us done islamic radicalism rise two decad","Radicalization","Neutral"
"5110","OpinionDavid Ignatius: The Internet isn’t to blame for radicalization","Mere exposure to wrong ideas doesn’t explain the surge of jihadist violence.","2015-01-15","opiniondavid ignatius internet isn’t blame radicalization mere exposure wrong ideas doesn’t explain surge jihadist viol","Radicalization","Neutral"
"5111","Why is tiny Belgium Europe’s jihad-recruiting hub?","Some analysts say Muslim youth are vulnerable to radicalization because they’re treated as outsiders.","2015-01-17"," tiny belgium europe’s jihadrecruiting hub analysts say muslim youth vulnerable radicalization ’re treated outsid","Radicalization","Neutral"
"5112","Transcript: Sen. Joni Ernst’s post-State of the Union address, as prepared for delivery","A full transcript of Sen. Joni Ernst’s Republican response to President Obama’s 2015 State of the Union address. Good evening. I’m Joni Ernst. As a mother, a soldier and a newly elected senator from...","2015-01-20","transcript sen joni ernst’s poststate union address prepared delivery full transcript sen joni ernst’s republican response president obama’s state union address good evening ’m joni ernst mother soldier newly elected senator ","Radicalization","Neutral"
"5113","French prisons, long hotbeds of radical Islam, get new scrutiny after Paris attacks","In a chaotic French prison where the Paris attackers made contacts, militancy lurks in the shadows. Sometimes, the best-behaved men are most dangerous.","2015-01-28","french prisons long hotbeds radical islam get new scrutiny paris attacks chaotic french prison paris attackers made contacts militancy lurks shadows sometimes bestbehaved men danger","Radicalization","Neutral"
"5114","Chart: Are you a jihadist? The French government made this checklist","A French government infographic itemizes supposed signs of radicalization","2015-01-29","chart jihadist french government made checklist french government infographic itemizes supposed signs radic","Radicalization","Neutral"
"5115","ISIS threat at an ‘entirely different level’ than al-Qaeda, says Gen. John Allen","Allen described the emerging threat from the militant group, while others criticized the administration's strategy.","2015-02-09","isis threat ‘entirely different level’ alqaeda says gen john allen allen described emerging threat militant group others criticized administrations strategi","Radicalization","Neutral"
"5116","OpinionFive myths about violent extremism","We don’t really understand what motivates it — or how to respond.","2015-02-13","opinionfive myths violent extremism don’t really understand motivates — respond","Radicalization","Neutral"
"5117","Obama’s God talk ‘doesn’t stand a chance’ in a polarized America","After taking heat from the religious right for saying Christians and Muslims have all committed horrors in God’s name, President Obama is now angering the religious left with an upcoming White House conference on combating “violent extremism” that seems to focus only on Muslims.","2015-02-16","obama’s god talk ‘doesn’t stand chance’ polarized america taking heat religious right saying christians muslims committed horrors god’s name president obama now angering religious left upcoming white house conference combating “violent extremism” seems focus muslim","Radicalization","Neutral"
"5118","Muslim NGOs could help counter violent extremism","Engaging and empowering Muslim NGOs as strategic partners could help in developing a solution to violent extremism.","2015-02-17","muslim ngos help counter violent extremism engaging empowering muslim ngos strategic partners help developing solution violent extrem","Radicalization","Neutral"
"5119","Obama announces initiatives to curb recruitment of terrorist groups","Among the proposals are boosting the message of moderate Muslims and improving social media efforts.","2015-02-18","obama announces initiatives curb recruitment terrorist groups among proposals boosting message moderate muslims improving social media effort","Radicalization","Neutral"
"5120","Jesse Jackson Jr. can’t escape the Federal Election Commission","Jailed over campaign funds, he faces fines over — campaign funds. (And can pay them with you-know-what.)","2015-02-19","jesse jackson jr can’t escape federal election commission jailed campaign funds faces fines — campaign funds can pay youknowwhat","Radicalization","Neutral"
"5121","Mohammed Emwazi filed a complaint after routinely being stopped by authorities. He received this response.","Frustrated by his treatment by British authorities, he filed a police complaint.","2015-02-26","mohammed emwazi filed complaint routinely stopped authorities received response frustrated treatment british authorities filed police complaint","Radicalization","Neutral"
"5122","Opinion‘Jihadi John,’ a graduate of my radical university","A former student says the school is too tolerant of extremist ideas.","2015-02-27","opinion‘jihadi john’ graduate radical university former student says school tolerant extremist idea","Radicalization","Neutral"
"5123","A heated debate over ‘Jihadi John’ and his path to radicalization","A rights group that advised Emwazi is under fire for blaming British intelligence for radicalizing him.","2015-02-28"," heated debate ‘jihadi john’ path radicalization rights group advised emwazi fire blaming british intelligence radicalizing ","Radicalization","Neutral"
"5124","Report: Islamic State hostages are forced to rehearse their own executions","In an interview with SkyNews, a man known only as Saleh said he witnessed killings of foreign hostages by the man known as ""Jihadi John.""","2015-03-11","report islamic state hostages forced rehearse executions interview skynews man known saleh said witnessed killings foreign hostages man known jihadi john","Radicalization","Neutral"
"5125","Pearson monitoring social media for security breaches during PARCC testing","Pearson said in an e-mail: 'We believe that a secure test maintains fairness for every student and the validity, integrity of the test results.'","2015-03-20","pearson monitoring social media security breaches parcc testing pearson said email believe secure test maintains fairness every student validity integrity test result","Radicalization","Neutral"
"5126","Prosecutors’ focus on Tsarnaev’s radicalization gets lost in translation","As the prosecutors present notes and messages of the Boston bombing suspect, the defense pokes holes in the narrative.","2015-03-26","prosecutors’ focus tsarnaev’s radicalization gets lost translation prosecutors present notes messages boston bombing suspect defense pokes holes narr","Radicalization","Neutral"
"5127","Muslim comedian’s anti-extremist message a big hit with British teens","Humza Arshad has become Britain’s most potent new force in the war with the Islamic State for hearts and minds.","2015-03-31","muslim comedian’s antiextremist message big hit british teens humza arshad become britain’s potent new force war islamic state hearts mind","Radicalization","Neutral"
"5128","A national campaign for ‘Islam a la Francaise’ takes root amid growing radicalization","Sunlight slants across a classroom at the Catholic University of Lyon, where the Bible dominates an evening lecture.","2015-04-06"," national campaign ‘islam la francaise’ takes root amid growing radicalization sunlight slants across classroom catholic university lyon bible dominates evening lectur","Radicalization","Neutral"
"5129","No verdict in trial on Boston bombing; ISU coach among 7 killed in plane crash","A roundup of news from across the United States.","2015-04-07"," verdict trial boston bombing isu coach among killed plane crash roundup news across united st","Radicalization","Neutral"
"5130","‘Mad Men’ and the radicalization of Joan Holloway","Joan and Peggy have switched positions on how to handle sexual harassment in a powerful story about how people decide enough is enough.","2015-04-08","‘mad men’ radicalization joan holloway joan peggy switched positions handle sexual harassment powerful story people decide enough enough","Radicalization","Neutral"
"5131","Kenya’s Christians and Muslims divided over amnesty plan","Religious tensions between Christians and Muslims have flared after the government extended amnesty to youth who denounce the Muslim terrorist group al-Shabab, a step Christian leaders condemned.","2015-04-16","kenya’s christians muslims divided amnesty plan religious tensions christians muslims flared government extended amnesty youth denounce muslim terrorist group alshabab step christian leaders condemn","Radicalization","Neutral"
"5132","Live from New Hampshire: They’re all here","The cattle-call formally kicks off the 2016 presidential primary in the early-voting state.","2015-04-18","live new hampshire ’re cattlecall formally kicks presidential primary earlyvoting st","Radicalization","Neutral"
"5133","From hip-hop to jihad, how the Islamic State became a magnet for converts","As many as 1 in 6 or 7 Europeans recruited to the Islamic State come from a non-Muslim background, a demographic that experts say is emerging as some of the most fanatical adherents to Islam.","2015-05-06"," hiphop jihad islamic state became magnet converts many europeans recruited islamic state come nonmuslim background demographic experts say emerging fanatical adherents islam","Radicalization","Neutral"
"5134","Quebec bills aim to prevent Islamic ‘radicalization,’ limit face-covering","The government of Quebec has introduced two bills, both aimed at Muslims.","2015-06-11","quebec bills aim prevent islamic ‘radicalization’ limit facecovering government quebec introduced two bills aimed muslim","Radicalization","Neutral"
"5135","OpinionThe nation’s point man against cyberattacks","Homeland Security chief Jeh Johnson leads U.S. defenses on many fronts.","2015-06-16","opinionthe nation’s point man cyberattacks homeland security chief jeh johnson leads us defenses many front","Radicalization","Neutral"
"5136","Police: Family hears from missing Britons feared to be in Syria","One of the 3 missing sisters, whose brother has joined the Islamic State, is said to have contacted her family.","2015-06-17","police family hears missing britons feared syria one missing sisters whose brother joined islamic state said contacted famili","Radicalization","Neutral"
"5137","Six months on, we are not all Charlie","“Je suis Charlie” was not as unifying in France as social media made it appear.","2015-06-22","six months charlie “je suis charlie” unifying france social media made appear","Radicalization","Neutral"
"5138","From Sanford, Fla., to Charleston, S.C.: ‘Why does blackness equal a threat?’","Families of those slain see a link that stretches from Trayvon Martin to the Charleston 9","2015-06-23"," sanford fla charleston sc ‘ blackness equal threat’ families slain see link stretches trayvon martin charleston ","Radicalization","Neutral"
"5139","House Democrats urge Obama, DHS to target ‘violent right-wing extremism’","House Democrats urge the Obama administration to  bolster the DHS division for evaluating home-grown threats.","2015-06-25","house democrats urge obama dhs target ‘violent rightwing extremism’ house democrats urge obama administration bolster dhs division evaluating homegrown threat","Radicalization","Neutral"
"5140","Lone wolf extremists like Dylann Roof are easy to develop but hard to track","The vast expanse of online hate from white supremacists makes finding solo attackers harder than ever.","2015-06-25","lone wolf extremists like dylann roof easy develop hard track vast expanse online hate white supremacists makes finding solo attackers harder ev","Radicalization","Neutral"
"5141","Fears of terrorism mount in France","The country is growing increasingly worried about the prospect of more attacks by homegrown radicals.","2015-06-27","fears terrorism mount france country growing increasingly worried prospect attacks homegrown rad","Radicalization","Terrorism"
"5142","Recent Islamic State arrests include suspects in alleged July 4 plots","Over the past month, U.S. authorities arrested more than 10 people suspected of having ties to the group.","2015-07-09","recent islamic state arrests include suspects alleged july plots past month us authorities arrested people suspected ties group","Radicalization","Neutral"
"5143","Counter-extremism or ethnic profiling? Congress can’t decide","But it was clear Wednesday that some of his Republicans were primarily concerned with one form of radicalization above all others: the Islamic ...","2015-07-16","counterextremism ethnic profiling congress can’t decide clear wednesday republicans primarily concerned one form radicalization others islamic ","Radicalization","Neutral"
"5144","How to really help the world’s new refugees","Has the existing paradigm for managing global displacement become obsolete?","2015-07-22"," really help world’s new refugees existing paradigm managing global displacement become obsolet","Radicalization","Neutral"
"5145","How to stop ISIS from recruiting American teens","New approaches to stop American teens from being radicalized treat them as vulnerable. Some authorities liken radicalization to child abuse, comparing online ISIS recruiters to Internet pedophiles.","2015-07-24"," stop isis recruiting american teens new approaches stop american teens radicalized treat vulnerable authorities liken radicalization child abuse comparing online isis recruiters internet pedophil","Radicalization","Neutral"
"5146","Islamism in the IS age","While its novelty and long-term significance may well be overstated, the Islamic State has indisputably reshaped the region’s strategic and intellectual agenda.","2015-07-24","islamism age novelty longterm significance may well overstated islamic state indisputably reshaped region’s strategic intellectual agenda","Radicalization","Neutral"
"5147","Censoring ISIS’s online propaganda isn’t working out very well","A new CFR briefing paper suggests that the U.S. effort to counter ISIS propaganda needs a lot of work.","2015-07-24","censoring isis’s online propaganda isn’t working well new cfr briefing paper suggests us effort counter isis propaganda needs lot work","Radicalization","Neutral"
"5148","Deradicalization revisited","Deradicalization processes and programs may matter in the short term, but the political contexts decide their fate in the mid-to-long term.","2015-07-24","deradicalization revisited deradicalization processes programs may matter short term political contexts decide fate midtolong term","Radicalization","Neutral"
"5149","Critics outraged by British theater’s cancellation of play about Muslim radicalization","Prominent artists and human rights campaigners have criticized the National Youth Theatre in London for canceling a play because its theme is the radicalization of young British Muslims and their attraction to terrorist organizations such as the militant Islamic State group.","2015-08-17","critics outraged british theater’s cancellation play muslim radicalization prominent artists human rights campaigners criticized national youth theatre london canceling play theme radicalization young british muslims attraction terrorist organizations militant islamic state group","Radicalization","Neutral"
"5150","The Washington Post - Breaking news and latest headlines, U.S. news, world news, and video","Breaking news, live coverage, investigations, analysis, video, photos and opinions from The Washington Post. Subscribe for the latest on U.S. and international news, politics, business, technology, climate change, health and wellness, sports, science, weather, lifestyle and more.","2015-09-14"," washington post breaking news latest headlines us news world news video breaking news live coverage investigations analysis video photos opinions washington post subscribe latest us international news politics business technology climate change health wellness sports science weather lifestyle ","Radicalization","Neutral"
"5151","Muslim activists alarmed by the FBI’s new game-like counterterrorism program for kids","Activists worry the FBI's planned anti-extremism site will encourage anti-Muslim discrimination.","2015-11-03","muslim activists alarmed fbi’s new gamelike counterterrorism program kids activists worry fbis planned antiextremism site will encourage antimuslim discrimin","Radicalization","Neutral"
"5152","The moment Jihadi John may have become a terrorist","The metamorphosis of one of thethe best-known members of the Islamic State, targeted Thursday by a U.S. drone strike.","2015-11-13"," moment jihadi john may become terrorist metamorphosis one thethe bestknown members islamic state targeted thursday us drone strik","Radicalization","Neutral"
"5153","OpinionRussia is a new front for militant Islam","Radicalization, once focused in Chechnya, has spread to Moscow and beyond","2015-11-13","opinionrussia new front militant islam radicalization focused chechnya spread moscow beyond","Radicalization","Neutral"
"5154","When you see a chart like this, France’s radicalism problem becomes really obvious","France has struggled to contain radicalization within its own borders","2015-11-14"," see chart like france’s radicalism problem becomes really obvious france struggled contain radicalization within bord","Radicalization","Neutral"
"5155","Here is what social science can tell us about the terrorist attacks in Paris","The research tells us a lot about the Islamic State and Muslim integration in Europe.","2015-11-15"," social science can tell us terrorist attacks paris research tells us lot islamic state muslim integration europ","Radicalization","Neutral"
"5156","video iconSanders warns climate change will lead to radicalization","Democratic presidential candidate Bernie Sanders warned that climate change will lead to drought, unemployment and other instability, which could then lead to Islamic radicalization among discontented people.","2015-11-15","video iconsanders warns climate change will lead radicalization democratic presidential candidate bernie sanders warned climate change will lead drought unemployment instability lead islamic radicalization among discontented peopl","Radicalization","Neutral"
"5157","Why climate change shouldn’t be named the ‘top’ threat to national security","Climate change and terrorism shouldn't be pitted against other in terms of their importance","2015-11-18"," climate change shouldn’t named ‘top’ threat national security climate change terrorism shouldnt pitted terms import","Radicalization","Terrorism"
"5158","9 young men and their paths to terror in Paris","The clues left ahead of the attacks show meticulous planning and a shared road to radicalization.","2015-11-21"," young men paths terror paris clues left ahead attacks show meticulous planning shared road radic","Radicalization","Neutral"
"5159","Want to stop Islamic terrorism? Be nicer to Muslims.","A warmer embrace could stop homegrown terrorism.","2015-11-25","want stop islamic terrorism nicer muslims warmer embrace stop homegrown terror","Radicalization","Terrorism"
"5160","This is the group that’s surprisingly prone to violent extremism","Politicians should take note: Engineers are much more likely to become terrorists than members of other professions.","2015-11-26"," group ’s surprisingly prone violent extremism politicians take note engineers much likely become terrorists members profess","Radicalization","Neutral"
"5161","Pope Francis speaks to the roots of terror in African visit","He also called for a “new culture” of sustainable development that would end abuses of the natural world.","2015-11-26","pope francis speaks roots terror african visit also called “new culture” sustainable development end abuses natural world","Radicalization","Neutral"
