"","headline","snippet","date","text_clean","keyword","framing_label"
"76","Terrorism has no nationality, ethnicity or religion | Turkey Attempted ...","Jul 15, 2022 ... Terrorism does not have a nationality, ethnicity or religion. This menace threatens humanity as a whole. Therefore, the response to this threat must be united ...","15 Jul 2022","terrorism nationality ethnicity religion turkey attempted jul terrorism nationality ethnicity religion menace threatens humanity whole therefore response threat must united ","Terrorism","Terrorism"
"77","Iran responds in kind to Trump's IRGC 'terrorist' designation | News ...","Apr 8, 2019 ... Iran's Supreme National Council has moved swiftly to brand the United States as a “state sponsor of terrorism”, in a tit-for-tat response to ...","Last update 8 Apr 2019","iran responds kind trumps irgc terrorist designation news apr irans supreme national council moved swiftly brand united states “state sponsor terrorism” titfortat response  ","Terrorism","Terrorism"
"78","El Paso shooting to be probed as 'domestic terrorism' | Gun Violence ...","Aug 4, 2019 ... El Paso shooting to be probed as 'domestic terrorism'. US authorities say they will seek death penalty for suspect, 21-year-old Patrick Crusius ...","4 Aug 2019","el paso shooting probed domestic terrorism gun violence aug el paso shooting probed domestic terrorism us authorities say will seek death penalty suspect yearold patrick crusius ","Terrorism","Terrorism"
"79","Egypt Brotherhood rejects 'terrorism' charge | News | Al Jazeera","Aug 28, 2013 ... Egypt Brotherhood rejects 'terrorism' charge. Senior Muslim Brotherhood official currently in hiding says coup leaders' hands are 'drowned in ...","28 Aug 2013","egypt brotherhood rejects terrorism charge news al jazeera aug egypt brotherhood rejects terrorism charge senior muslim brotherhood official currently hiding says coup leaders hands drowned  ","Terrorism","Terrorism"
"80","Merkel: 'Islam is not the source of terrorism' | Islamophobia News | Al ...","Feb 18, 2017 ... German Chancellor Angela Merkel has said Islam is not the source of “terrorism” and that cooperating with predominantly Muslim states in the ...","18 Feb 2017","merkel islam source terrorism islamophobia news al feb german chancellor angela merkel said islam source “terrorism” cooperating predominantly muslim states  ","Terrorism","Terrorism"
"81","Ethiopia: Suspects in killing of musician charged with terrorism ...","Oct 3, 2020 ... Among them was prominent media mogul and Oromo opposition politician Jawar Mohammed, charged with violating anti-terrorism, telecom fraud and ...","3 Oct 2020","ethiopia suspects killing musician charged terrorism oct among prominent media mogul oromo opposition politician jawar mohammed charged violating antiterrorism telecom fraud  ","Terrorism","Terrorism"
"82","Latest UK 'terrorism' legislation criticised by rights groups | Science ...","May 21, 2020 ... The burden of proof would be lowered for officials considering placing “terrorism prevention and investigation measures” (TPIMs) against ...","Last update 21 May 2020","latest uk terrorism legislation criticised rights groups science may burden proof lowered officials considering placing “terrorism prevention investigation measures” tpims  ","Terrorism","Terrorism"
"83","Israel says credit card hack is 'terrorism' | News | Al Jazeera","Jan 8, 2012 ... Israel has said the online publication of thousands of its citizens' credit card details by a hacker who says he is based in Saudi Arabia is ...","8 Jan 2012","israel says credit card hack terrorism news al jazeera jan israel said online publication thousands citizens credit card details hacker says based saudi arabia  ","Terrorism","Terrorism"
"84","Algeria issues 'terrorism' warrants for exiled activists | Politics News ...","Mar 22, 2021 ... A court in Algeria has issued arrest warrants for outspoken exiled activists – a former diplomat, a blogger and a journalist – accusing them of ...","Last update 22 Apr 2021","algeria issues terrorism warrants exiled activists politics news mar court algeria issued arrest warrants outspoken exiled activists – former diplomat blogger journalist – accusing  ","Terrorism","Terrorism"
"85","Australia is guilty of state-sponsored terrorism | Opinions | Al Jazeera","Nov 24, 2020 ... Australia is guilty of state-sponsored terrorism ... And it is time Australians admit it ...","Last update 24 Nov 2020","australia guilty statesponsored terrorism opinions al jazeera nov australia guilty statesponsored terrorism time australians admit  ","Terrorism","Terrorism"
"86","Arab world tweets: Hamas is resistance, not terrorism | Science and ...","Jun 11, 2017 ... Thousands of social media users stressed that resistance is the right of the Palestinian people in order to obtain freedom from the Israeli occupation.","Last update 11 Jun 2017","arab world tweets hamas resistance terrorism science jun thousands social media users stressed resistance right palestinian people order obtain freedom israeli occup","Terrorism","Terrorism"
"87","Turkey's capital Ankara rocked by deadly explosion | News | Al ...","Feb 17, 2016 ... ... terrorist” attack. Advertisement. Analysts and ... Deputy Prime Minister Bekir Bozdag said on Twitter the attack was an act of terrorism.","17 Feb 2016","turkeys capital ankara rocked deadly explosion news al feb terrorist” attack advertisement analysts deputy prime minister bekir bozdag said twitter attack act terror","Terrorism","Terrorism"
"88","Hotel Rwanda hero Paul Rusesabagina charged with 'terrorism ...","Sep 14, 2020 ... “The lack of transparency around the arrest of Paul Rusesabagina and reports that he has been denied access to the lawyer hired by his family ...","14 Sep 2020","hotel rwanda hero paul rusesabagina charged terrorism sep “ lack transparency around arrest paul rusesabagina reports denied access lawyer hired family ","Terrorism","Terrorism"
"89","China jails 113 in Xinjiang for terrorism | News | Al Jazeera","Jun 30, 2014 ... Chinese courts have sentenced 113 people to jail terms ranging from 10 years to life in mainly Uighur Muslim Xinjiang province for terrorism and ...","30 Jun 2014","china jails xinjiang terrorism news al jazeera jun chinese courts sentenced people jail terms ranging years life mainly uighur muslim xinjiang province terrorism  ","Terrorism","Terrorism"
"90","Hamdok urges US to remove Sudan from sponsors of terrorism list ...","Sep 28, 2019 ... ... terrorism”, saying sanctions imposed by Washington were causing ... “It was the former regime that supported terrorism and the Sudanese people ...","Last update 28 Sep 2019","hamdok urges us remove sudan sponsors terrorism list sep terrorism” saying sanctions imposed washington causing “ former regime supported terrorism sudanese people ","Terrorism","Terrorism"
"91","Estonia's parliament declares Russia a 'terrorist regime' | Russia ...","Oct 18, 2022 ... Estonia's parliament declares Russia a 'terrorist regime'. Eighty-eight members of the 101-seat legislature vote to adopt the measure after ...","18 Oct 2022","estonias parliament declares russia terrorist regime russia oct estonias parliament declares russia terrorist regime eightyeight members seat legislature vote adopt measure  ","Terrorism","Terrorism"
"92","Israel to use 'anti-terror' technology to counter coronavirus ...","Mar 15, 2020 ... digital means that we have been using in order to fight terrorism,” Netanyahu said. He said he had requested Justice Ministry approval ...","Last update 15 Mar 2020","israel use antiterror technology counter coronavirus mar digital means using order fight terrorism” netanyahu said said requested justice ministry approval ","Terrorism","Terrorism"
"93","It's official: Defending torture victims is terrorism | Human Rights | Al ...","Sep 28, 2017 ... It turns out you can get a 'terror' conviction in the UK for refusing to break client confidentiality.","Last update 28 Sep 2017"," official defending torture victims terrorism human rights al sep turns can get terror conviction uk refusing break client confidenti","Terrorism","Terrorism"
"94","North Korea blasts US terrorism blacklisting | Nuclear Weapons ...","Nov 22, 2017 ... Pyongyang pledges to further enhance its nuclear arms programme after being re-listed as a state sponsor of terrorism.","Last update 22 Nov 2017","north korea blasts us terrorism blacklisting nuclear weapons nov pyongyang pledges enhance nuclear arms programme relisted state sponsor terror","Terrorism","Terrorism"
"95","Bahrain FM: Muslim Brotherhood is a terrorist group | News | Al ...","Jul 6, 2017 ... Bahrain's Foreign Minister Khalid bin Ahmed al-Khalifa has called the Muslim Brotherhood movement a “terrorist” group, amid an ongoing Gulf ...","6 Jul 2017","bahrain fm muslim brotherhood terrorist group news al jul bahrains foreign minister khalid bin ahmed alkhalifa called muslim brotherhood movement “terrorist” group amid ongoing gulf ","Terrorism","Terrorism"
"96","US weighs returning Cuba to list of 'state sponsors of terrorism ...","May 14, 2020 ... Havana, which has long denied any link to 'terrorism', dismissed the US Department of State announcement as 'spurious'.","Last update 14 May 2020","us weighs returning cuba list state sponsors terrorism may havana long denied link terrorism dismissed us department state announcement spuri","Terrorism","Terrorism"
"97","Australia: Is halal food funding terrorism? | Human Rights | Al Jazeera","May 2, 2015 ... A devastating rebuttal of spurious allegations made by various Australian anti-Islam groups claiming the halal food industry funds terrorism.","Last update 2 May 2015","australia halal food funding terrorism human rights al jazeera may devastating rebuttal spurious allegations made various australian antiislam groups claiming halal food industry funds terror","Terrorism","Terrorism"
"98","Syria says US and allies support terrorism | News | Al Jazeera","Oct 2, 2012 ... Syria's foreign minister Walid al-Moualem has accused the United States and its allies of supporting terrorism in his country but said his government remains ...","2 Oct 2012","syria says us allies support terrorism news al jazeera oct syrias foreign minister walid almoualem accused united states allies supporting terrorism country said government remains ","Terrorism","Terrorism"
"99","Iran denounces Canada ruling plane downed an 'act of terrorism ...","May 21, 2021 ... Iran's foreign ministry has condemned as “shameful” a Canadian court ruling that said a Ukraine airliner was shot down intentionally last year in an “act of ...","Last update 21 May 2021","iran denounces canada ruling plane downed act terrorism may irans foreign ministry condemned “shameful” canadian court ruling said ukraine airliner shot intentionally last year “act  ","Terrorism","Terrorism"
