headline,link,date,snippet,keyword
'Repression' creeps back in Tunisia | Features | Al Jazeera,https://www.aljazeera.com/features/2012/9/8/repression-creeps-back-in-tunisia,Last update 1 Apr 2017,"Sep 8, 2012 ... 'Repression' creeps back in Tunisia. Tunisia's powerful ruling party has been accused of targeting opponents with criminal charges amid ...",Repression
"China Uighurs: Ban on long beards, veils in Xinjiang | Uighur News ...",https://www.aljazeera.com/news/2017/4/1/china-uighurs-ban-on-long-beards-veils-in-xinjiang,Last update 29 Jun 2018,"Apr 1, 2017 ... ... repressive. Uighur Muslims. Many Uighurs have complained of cultural and religious repression and discrimination by China, an accusation ...",Repression
HRW warns of government repression in advance of DRC elections ...,https://www.aljazeera.com/news/2018/6/29/hrw-warns-of-government-repression-in-advance-of-drc-elections,Last update 21 Nov 2016,"Jun 29, 2018 ... It said that the ruling People's Party for Reconstruction and Democracy and government security forces have used repression, violence and ...",Repression
The Oromo protests have changed Ethiopia | Human Rights | Al ...,https://www.aljazeera.com/opinions/2016/11/21/the-oromo-protests-have-changed-ethiopia,Last update 26 Nov 2019,"Nov 21, 2016 ... ... repression. Another milestone came on October 2, 2016, when security forces fired tear gas and live bullets on a crowd of over two million ...",Repression
HRW calls for urgent police reform in Chile to address abuses ...,https://www.aljazeera.com/news/2019/11/26/hrw-calls-for-urgent-police-reform-in-chile-to-address-abuses,Last update 1 Apr 2024,"Nov 26, 2019 ... ... repression. Recommended Stories. list of 3 items list 1 of 3. One month on: Protests in Chile persist despite gov't concessions. list 2 of 3 ...",Repression
'We Jews are just arrested; Palestinians are beaten': Protesters in ...,https://www.aljazeera.com/news/2024/4/1/we-jews-are-just-arrested-palestinians-are-beaten-german-protesters,Last update 27 Nov 2023,"Apr 1, 2024 ... But there have been many other incidents of heavy-handed policing – or, as critics charge, repression. Earlier this month, Berlin police ...",Repression
"Repressions grow in Algeria, is freedom of speech in danger ...",https://www.aljazeera.com/news/2023/11/26/repressions-grow-in-algeria-freedom-of-speech-is-in-danger,Last update 19 Jun 2024,"Nov 26, 2023 ... Repressions grow in Algeria, is freedom of speech in danger? The government, say its opponents, is even banning pro-Gaza protests, worried the ...",Repression
Beware of Vietnam's new authoritarian president | Government | Al ...,https://www.aljazeera.com/opinions/2024/6/19/beware-of-vietnams-new-authoritarian-president,Last update 24 Sep 2020,"Jun 19, 2024 ... To Lam's rise to power is indicative of the Vietnam government's worsening repression and utter hostility to basic civil and political rights.",Repression
Egypt's rising digital authoritarianism | Internet | Al Jazeera,https://www.aljazeera.com/opinions/2020/9/24/egypts-rising-digital-authoritarianism,Last update 2 Sep 2016,"Sep 24, 2020 ... New laws for digital repression. For decades, the Egyptian authorities have been on a warpath of censorship and repression of human rights ...",Repression
Confusion looms over death of Uzbekistan's president | News | Al ...,https://www.aljazeera.com/news/2016/9/2/confusion-looms-over-death-of-uzbekistans-president,Last update 10 Jun 2016,"Sep 2, 2016 ... “Islam Karimov leaves a legacy of a quarter century of ruthless repression,” said Steve Swerdlow, Central Asia researcher at Human Rights Watch.",Repression
Uganda: 30 held over 'coup plot' against Museveni | News | Al Jazeera,https://www.aljazeera.com/news/2016/6/10/uganda-30-held-over-coup-plot-against-museveni,Last update 12 Dec 2018,"Jun 10, 2016 ... Soldiers and an opposition MP among those suspected of planning an armed uprising against President Yoweri Museveni.",Repression
Israel should not be allowed to criminalise BDS in the US | Boycott ...,https://www.aljazeera.com/opinions/2018/12/12/israel-should-not-be-allowed-to-criminalise-bds-in-the-us,Last update 14 Jul 2021,"Dec 12, 2018 ... The result is a repressive, anti-democratic piece of legislation that violates civil liberties and free speech, including a fundamental ...",Repression
What you should know about China's minority Uighurs | Uighur ...,https://www.aljazeera.com/news/2021/7/8/uighurs-timeline,11 Jun 2015,"Jul 8, 2021 ... ... repression, leading to a gradual decline of their once majority population. Other waves of migration occurred during the great famines of ...",Repression
Activists hijack #Baku2015 to call out repression in Azerbaijan | TV ...,https://www.aljazeera.com/program/the-stream/2015/6/11/activists-hijack-baku2015-to-call-out-repression-in-azerbaijan,Last update 25 Aug 2022,"Jun 11, 2015 ... Activists hijack #Baku2015 to call out repression in Azerbaijan. European Games hashtag becomes fighting ground for narrative control. Read ...",Repression
"'It's a nightmare, every day': Rohingya in India live in fear | Rohingya ...",https://www.aljazeera.com/news/2022/8/25/its-a-nightmare-every-day-crackdown-on-rohingyas-in-india,,"Aug 25, 2022 ... Rights activists say the 2017 campaign of atrocities was “rooted in decades of state repression, discrimination, and violence” against the ...",Repression
Russia adds Meta to list of 'terrorist and extremist' groups | Russia ...,https://www.aljazeera.com/news/2022/10/11/russia-adds-meta-to-list-of-terrorist-and-extremist-groups,11 Oct 2022,"Oct 11, 2022 ... Russia's financial monitoring agency, Rosfinmonitoring, has added US tech giant Meta Platforms Inc, the parent company of Instagram and Facebook ...",Extremist group
Indonesia signs decree to ban 'extremist' groups | News | Al Jazeera,https://www.aljazeera.com/news/2017/7/12/indonesia-signs-decree-to-ban-extremist-groups,12 Jul 2017,"Jul 12, 2017 ... Indonesia signs decree to ban 'extremist' groups. President Joko Widodo issues order giving the government power to disband groups 'threatening ...",Extremist group
DHL cancels support for 'extremist' group | News | Al Jazeera,https://www.aljazeera.com/news/2004/2/28/dhl-cancels-support-for-extremist-group,28 Feb 2004,"Feb 28, 2004 ... International courier service, DHL, has retracted its financial support for an “extremist evangelical” organisation after concerns raised by Muslims.",Extremist group
"Germany bans Muslim group citing 'extremism', ties to Iran and ...",https://www.aljazeera.com/news/2024/7/24/germany-bans-muslim-group-citing-extremism-ties-to-iran-and-hezbollah,24 Jul 2024,"Jul 24, 2024 ... Germany bans Muslim group citing 'extremism', ties to Iran and Hezbollah. Berlin insists action against Islamic Center Hamburg not linked to ' ...",Extremist group
US sanctions Israeli group for attacking Gaza aid convoys | Israel ...,https://www.aljazeera.com/news/2024/6/14/us-sanctions-israeli-group-for-attacking-gaza-aid-convoys,14 Jun 2024,"Jun 14, 2024 ... The United States has imposed sanctions on a “violent extremist” Israeli group for blocking and damaging humanitarian aid convoys to Gaza.",Extremist group
"Libya, extremism and the consequences of collapse | Muammar ...",https://www.aljazeera.com/opinions/2016/1/28/libya-extremism-and-the-consequences-of-collapse,Last update 28 Jan 2016,"Jan 28, 2016 ... ... extremism. Life in ... extremist groups, particularly the Islamic State of Iraq and the Levant group (ISIL) and al-Qaeda, to thrive there.",Extremist group
"What is Betar US, the group pushing to deport pro-Palestinian ...",https://www.aljazeera.com/news/2025/3/25/what-is-betar-us-the-group-pushing-to-deport-pro-palestinian-students,Last update 26 Mar 2025,"Mar 25, 2025 ... “Anyone calling Betar extremists is calling Zionism extremism,” he said. Is Betar US backing Trump's deportation plans? Totally, it says. “Those ...",Extremist group
Germany's far-right AfD to expel members over links to 'militant' groups,https://www.aljazeera.com/news/2024/11/6/germanys-far-right-afd-to-expel-members-over-links-to-militant-groups,6 Nov 2024,"Nov 6, 2024 ... The far-right Alternative for Germany (AfD) political party has said it will throw out three of its members who have been arrested on suspicion ...",Extremist group
Biden admin ends Trump-era Houthi 'terrorist' designation | Joe ...,https://www.aljazeera.com/news/2021/2/16/biden-admin-ends-trump-era-houthi-terrorist-designation,Last update 16 Nov 2021,"Feb 16, 2021 ... The administration of President Joe Biden has formally delisted Yemen's Houthi movement as a “foreign terrorist organization” and “Specially Designated Global ...",Extremist group
Many killed as Syrian rebels fight extremists | Human Rights News ...,https://www.aljazeera.com/news/2014/1/23/many-killed-as-syrian-rebels-fight-extremists,23 Jan 2014,"Jan 23, 2014 ... Moderate rebels in Syria face three main enemies: The government, extremist foreign fighters and Kurdish rebels. ... group composed of mostly ...",Extremist group
India: Rohingya have 'terror' ties | Rohingya News | Al Jazeera,https://www.aljazeera.com/news/2017/9/18/india-rohingya-have-terror-ties,Last update 18 Sep 2017,"Sep 18, 2017 ... ... group. India's home ministry said it would confidentially share ... extremist groups” to ignite communal and sectarian violence in India.",Extremist group
Saudi lists Brotherhood as 'terrorist' group | News | Al Jazeera,https://www.aljazeera.com/news/2014/3/7/saudi-lists-brotherhood-as-terrorist-group,7 Mar 2014,"Mar 7, 2014 ... Saudi lists Brotherhood as 'terrorist' group. Islamist group branded along with al-Qaeda-linked groups in Syria, as kingdom cracks down on those ...",Extremist group
US designates Yemen's Houthis as 'global terrorists' | Houthis News ...,https://www.aljazeera.com/news/2024/1/17/us-redesignates-yemens-houthis-a-global-terrorist-group,Last update 18 Jan 2024,"Jan 17, 2024 ... The US is designating Yemen's Houthis as a “terrorist” group. Who are they? @SandraGathmann explains ⤵️ pic.twitter.com/CBDzR78aLG. — Al ...",Extremist group
Two Russian journalists arrested over alleged work for Navalny group,https://www.aljazeera.com/news/2024/4/28/two-russian-journalists-arrested-over-alleged-work-for-navalny-group,Last update 28 Apr 2024,"Apr 28, 2024 ... Konstantin Gabov and Sergey Karelin deny 'extremism' charges related to group founded by late anti-Putin dissident.",Extremist group
Myanmar regime labels key ethnic armed groups 'terrorist ...,https://www.aljazeera.com/news/2024/9/4/myanmar-regime-labels-key-ethnic-armed-groups-terrorist-organisations,Last update 5 Sep 2024,"Sep 4, 2024 ... Myanmar regime labels key ethnic armed groups 'terrorist' organisations. The designation bans anyone from joining or having contact with the ...",Extremist group
"Russian court bans Alexey Navalny groups, labels them 'extremist ...",https://www.aljazeera.com/news/2021/6/9/russia-court-bans-navalnys-groups-labels-them-extremist,Last update 9 Jun 2021,"Jun 9, 2021 ... A Russian court has outlawed the organisations founded by Alexey Navalny by labelling them “extremist”, a move criticised by the opposition ...",Extremist group
Australia says it will list Hamas as 'terrorist' group | Hamas News | Al ...,https://www.aljazeera.com/news/2022/2/17/australia-to-list-hamas-as-terror-group,Last update 17 Feb 2022,"Feb 17, 2022 ... Australia says it will list Hamas as 'terrorist' group. Designation in April will place restrictions on financing or providing support to the ...",Extremist group
UK Muslim group to tackle extremism | News | Al Jazeera,https://www.aljazeera.com/news/2008/4/22/uk-muslim-group-to-tackle-extremism-2,22 Apr 2008,"Apr 22, 2008 ... People with past links to extremist groups aim to promote pluralistic values. Ed Husain on Riz Khan. Ed Husain is a former member of Hizb-ut- ...",Extremist group
Court confirms German intelligence surveillance of 'extremist' AfD ...,https://www.aljazeera.com/news/2024/5/13/court-confirms-german-intelligence-surveillance-of-extremist-afd,13 May 2024,"May 13, 2024 ... “The court finds there is sufficient evidence that the AfD pursues goals that run against the human dignity of certain groups ... extremist group” ...",Extremist group
How serious is ISIL threat for Algeria? | News | Al Jazeera,https://www.aljazeera.com/news/2014/10/16/how-serious-is-isil-threat-for-algeria,16 Oct 2014,"Boumerdès, Tizi Ouzou and Bouira in Kabylie are historical strongholds of religiously inspired extremist groups [AFP]. By Djamila Ould Khettab. Published On ...",Extremist group
Myanmar military removes rebel Arakan Army from 'terrorist' list ...,https://www.aljazeera.com/news/2021/3/11/myanmar-junta-removes-rakhine-rebels-from-terrorist-list,11 Mar 2021,"Mar 11, 2021 ... Myanmar's military government has removed the rebel Arakan Army (AA) from its list of “terrorist” groups because the faction has stopped attacks.",Extremist group
Canada lists Iran Revolutionary Guards as 'terrorist' group | Islamic ...,https://www.aljazeera.com/news/2024/6/19/canada-lists-iran-revolutionary-guards-as-terrorist-group,Last update 20 Jun 2024,"Jun 19, 2024 ... Canada lists Iran Revolutionary Guards as 'terrorist' group. Ottawa cites the IRGC's ties to Hamas and Hezbollah, accusing Iran of 'complete ...",Extremist group
Iran blacklists US officials for supporting 'terrorist' group MEK ...,https://www.aljazeera.com/news/2022/7/16/iran-blacklists-us-officials-for-supporting-terrorist-group-mek,16 Jul 2022,"Jul 16, 2022 ... The Iranian government has blacklisted United States officials over their backing of a group that Tehran considers to be a “terrorist” organisation.",Extremist group
Russia designates Ukraine's Azov Regiment a 'terrorist' group ...,https://www.aljazeera.com/news/2022/8/2/russia-designates-ukraines-azov-regiment-a-terrorist-group,2 Aug 2022,"Aug 2, 2022 ... Russia designates Ukraine's Azov Regiment a 'terrorist' group. The Supreme Court ruling allows for lengthy prison terms for the members of the ...",Extremist group
Canada declares far-right Proud Boys a 'terrorist' organisation | The ...,https://www.aljazeera.com/news/2021/2/3/canada-declares-far-right-proud-boys-terrorist-group,Last update 4 Feb 2021,"Feb 3, 2021 ... Canada lists 13 groups as 'terrorist entities', saying ideological extremism poses 'most significant' security threat.",Extremist group
Why has an anti-immigrant 'extremist' NGO set up in Lebanon ...,https://www.aljazeera.com/features/2018/6/6/why-has-an-anti-immigrant-extremist-ngo-set-up-in-lebanon,6 Jun 2018,"Jun 6, 2018 ... Concern as German group AHA!, stemming from far-right identitarian movement, discourages refugees from going to Europe.",Extremist group
Big rethink for counterterrorism | ISIL/ISIS | Al Jazeera,https://www.aljazeera.com/opinions/2014/10/28/big-rethink-for-counterterrorism,28 Oct 2014,"Oct 28, 2014 ... Religious leaders and groups can play an important role in both countering extremist narratives and rehabilitating extremists. Extremist ...",Extremist group
US lists white supremacist Terrorgram network as 'terrorist group ...,https://www.aljazeera.com/news/2025/1/13/us-lists-white-supremacist-terrorgram-network-as-terrorist-group,13 Jan 2025,"Jan 13, 2025 ... The three individuals sanctioned on Monday are alleged leaders on the Terrorgram channel: Ciro Daniel Amorim Ferreira from Brazil, Noah Licul ...",Extremist group
China: 28 'terrorists' killed in Xinjiang operation | Uighur News | Al ...,https://www.aljazeera.com/news/2015/11/20/china-28-terrorists-killed-in-xinjiang-operation,Last update 20 Nov 2015,"Nov 20, 2015 ... “After 56 days of continuous fighting, Xinjiang destroyed a violent terrorist gang directly under the command of a foreign extremist group.",Extremist group
"Ecuador links drug bust, Hizb Allah | News | Al Jazeera",https://www.aljazeera.com/news/2005/6/22/ecuador-links-drug-bust-hizb-allah,22 Jun 2005,"Jun 22, 2005 ... Ecuadorean authorities declined to elaborate on Tuesday on the group's alleged links to “terrorist” activities “until further investigation”.",Extremist group
Russia 'detains scores in sweep at mosque' | News | Al Jazeera,https://www.aljazeera.com/news/2013/4/27/russia-detains-scores-in-sweep-at-mosque,27 Apr 2013,"Apr 27, 2013 ... At least 140 arrested, including 30 foreigners, from Moscow prayer room during search for alleged “extremist groups”.",Extremist group
Mali accuses France of training 'terrorists' in the country | Armed ...,https://www.aljazeera.com/news/2021/10/8/mali-accuses-france-of-training-terrorists-in-country,8 Oct 2021,"Oct 8, 2021 ... PM Maiga says French troops created an enclave in Kidal, north Mali, and gave control to 'terrorist group' Ansar al-Din.",Extremist group
Russia: We warned the Americans about Islamic State | Sergey ...,https://www.aljazeera.com/opinions/2014/9/15/russia-we-warned-the-americans-about-islamic-state,15 Sep 2014,"Sep 15, 2014 ... ... group and other militant groups associated with it across Iraq and the Middle East generally. In any event, Russian diplomatic efforts are ...",Extremist group
Qatar denies backing Islamic State group | ISIL/ISIS News | Al Jazeera,https://www.aljazeera.com/news/2014/8/24/qatar-denies-backing-islamic-state-group,24 Aug 2014,"Aug 24, 2014 ... “The vision of extremist groups for the region is one that we have not, nor will ever, support in any way.” Attiyah said Qatar's goal was to do ...",Extremist group
Islamist groups active in Spain: report | News | Al Jazeera,https://www.aljazeera.com/news/2006/7/16/islamist-groups-active-in-spain-report,16 Jul 2006,"Jul 16, 2006 ... Police believe that Islamist extremist groups are still active in Spain despite a series of arrests following the 2003 Madrid bombings, ...",Extremist group
Australia police say terror attack foiled | News | Al Jazeera,https://www.aljazeera.com/news/2005/11/8/australia-police-say-terror-attack-foiled,8 Nov 2005,"Nov 8, 2005 ... Australian police have said they foiled a large-scale terrorist attack and charged a Muslim cleric with leading a terrorist group after arresting 17 suspects ...",Extremist group
Zionist 'safety patrols' on campus have little concern for Jewish ...,https://www.aljazeera.com/opinions/2024/10/14/zionist-safety-patrols-on-campus-have-little-concern-for-jewish-safety,14 Oct 2024,"Oct 14, 2024 ... The group's leader, Aaron Hadida, a security expert, teaches “Jewish ... terrorist group” by the US Federal Bureau of Investigation ...",Extremist group
Fighting rages after Doha meeting on Syria | News | Al Jazeera,https://www.aljazeera.com/news/2013/6/28/fighting-rages-after-doha-meeting-on-syria,28 Jun 2013,"Jun 28, 2013 ... Clashes hit Damascus and Aleppo as French President warns of extremist groups derailing rebels' movement.",Extremist group
US removes ultranationalist Israeli group from 'terror' list | Politics ...,https://www.aljazeera.com/news/2022/5/20/us-removes-ultranationalist-israeli-group-from-terror-list,20 May 2022,"May 20, 2022 ... The US State Department has removed the ultranationalist Israeli group Kahane Chai from its list of “foreign terrorist organizations” (FTO).",Extremist group
"Russia court orders arrest of Navalny's widow, Yulia Navalnaya, in ...",https://www.aljazeera.com/news/2024/7/10/russian-court-orders-arrest-of-navalnys-widow-yulia-navalnaya-in-absentia,Last update 10 Jul 2024,"Jul 10, 2024 ... Moscow court accused Navalnaya of participating in an 'extremist' group and she faces two months in jail if she returns.",Extremist group
UN blacklists Ansar al-Sharia armed group | News | Al Jazeera,https://www.aljazeera.com/news/2014/11/20/un-blacklists-ansar-al-sharia-armed-group,20 Nov 2014,"Nov 20, 2014 ... ... extremist groups in Libya who pose a threat to peace and security”. “It is incumbent on all Libyans to reject these groups and all they ...",Extremist group
Nigeria officials held for 'Boko Haram links' | News | Al Jazeera,https://www.aljazeera.com/news/2012/9/30/nigeria-officials-held-for-boko-haram-links,30 Sep 2012,"Sep 30, 2012 ... ... group accused of launching deadly attacks ... Nigeria's military has arrested a number of security personnel over links to Islamist extremist ...",Extremist group
Philippine rebels to target US troops | News | Al Jazeera,https://www.aljazeera.com/news/2005/12/26/philippine-rebels-to-target-us-troops,26 Dec 2005,"Dec 26, 2005 ... The rebels – blacklisted by Washington as a terrorist group ... extremist group in the southern Philippines.",Extremist group
Russian court imposes bans on Navalny's anti-corruption group ...,https://www.aljazeera.com/news/2021/4/27/russian-court-imposes-bans-on-navalnys-anti-corruption-group,27 Apr 2021,"Apr 27, 2021 ... Anti-Corruption Foundation barred from posting online amid other restrictions as court considers a request to ban network as 'extremist'.",Extremist group
Russian court orders closure of leading rights group Memorial ...,https://www.aljazeera.com/news/2021/12/28/russia-supreme-court-orders-closure-of-leading-rights-group,Last update 28 Dec 2021,"Dec 28, 2021 ... They also accused it of condoning “terrorism” and “extremism”. Memorial has denied any serious violations, labelling claims it broke the law or ...",Extremist group
CAR chaos brings terror | Features | Al Jazeera,https://www.aljazeera.com/features/2013/11/27/car-chaos-brings-terror,27 Nov 2013,"Nov 27, 2013 ... ... group Boko Haram, which the United States ... “When you see a failed state in that region, it's a calling card to extremist groups.",Extremist group
Tunisian leaders condemn 'extremist' riots | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/13/tunisian-leaders-condemn-extremist-riots,13 Jun 2012,"Jun 13, 2012 ... The Tunisian government has issued a statement condemning the “extremist groups” that have rioted across the country over the last few days, and ...",Extremist group
Biden 'playing with fire' by re-designating Yemen's Houthis as ...,https://www.aljazeera.com/news/2024/1/17/biden-playing-with-fire-by-redesignating-yemens-houthis-as-terrorists,Last update 18 Jan 2024,"Jan 17, 2024 ... Advocates say labelling Houthis a 'global terrorist group' risks worsening already dire humanitarian crisis in Yemen.",Extremist group
Russia: Prosecutors seek to outlaw Navalny's activist network ...,https://www.aljazeera.com/news/2021/4/16/moscow-prosecutor-seeks-outlaw-navalnys-activist-network,16 Apr 2021,"Apr 16, 2021 ... State prosecutors in Russia have asked a court to label groups linked to jailed opposition leader Alexey Navalny as “extremist organisations”.",Extremist group
Anjem Choudary sentenced to life in prison for directing 'terrorist ...,https://www.aljazeera.com/news/2024/7/30/anjem-choudary-sentenced-to-life-in-prison-for-directing-terrorist-group,30 Jul 2024,"Jul 30, 2024 ... Prosecutors said the group has operated under many names, including the New York-based Islamic Thinkers Society, which Choudary has spoken to.",Extremist group
Morsi accused of 'Egypt's biggest conspiracy' | News | Al Jazeera,https://www.aljazeera.com/news/2014/2/16/morsi-accused-of-egypts-biggest-conspiracy,16 Feb 2014,"Feb 16, 2014 ... ... extremist groups in the Egypt-controlled Sinai region. The Brotherhood aimed to establish an “Islamic emirate” in North Sinai, according to ...",Extremist group
Active Clubs: A new far-right threat to democratic elections | The Far ...,https://www.aljazeera.com/opinions/2024/5/2/active-clubs-a-new-far-right-threat-to-democratic-elections,Last update 2 May 2024,"May 2, 2024 ... ... group, Rise Above Movement [Stephanie Keith/File Photo/File Photo ... extremist groups like Active Clubs. As generative artificial ...",Extremist group
Biden pressed to label foreign hate groups 'terrorists': Report | The ...,https://www.aljazeera.com/news/2021/4/9/biden-called-to-label-white-power-groups-terrorists-reuters,9 Apr 2021,"Apr 9, 2021 ... Lawmaker asks Biden to name foreign white nationalist groups 'foreign terrorist organizations' to curb threat.",Extremist group
Bangladesh: Extremism and shrinking space for dissent | Human ...,https://www.aljazeera.com/news/2016/5/15/bangladesh-extremism-and-shrinking-space-for-dissent,15 May 2016,"May 15, 2016 ... Al Jazeera speaks to Professor Ali Riaz about recent killings in Bangladesh and the groups that might be behind them.",Extremist group
Muslim leader slams ties with Israel | News | Al Jazeera,https://www.aljazeera.com/news/2005/10/20/muslim-leader-slams-ties-with-israel,20 Oct 2005,"Oct 20, 2005 ... At least some of the extremists, who are affiliated with an extremist group called the Temple Mount Faithful, were seen performing Jewish ...",Extremist group
How to win the war against al-Shabab | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2013/10/11/how-to-win-the-war-against-al-shabab,11 Oct 2013,"Oct 11, 2013 ... ... extremist group is more powerful than ever. Yet even a cursory glance across the country will tell you that we have driven them out of ...",Extremist group
Founder of US far-right group denied Australian visa: ABC report ...,https://www.aljazeera.com/news/2018/11/30/founder-of-us-far-right-group-denied-australian-visa-abc-report,Last update 30 Nov 2018,"Nov 30, 2018 ... US law enforcement agency, the FBI, has designated the group an “extremist group with ties to white nationalism”. Source: Al Jazeera. Related ...",Extremist group
Virginia governor urges people to avoid alt-right rally | Human ...,https://www.aljazeera.com/news/2017/8/12/virginia-governor-urges-people-to-avoid-alt-right-rally,Last update 12 Aug 2017,"Aug 12, 2017 ... “In advance of [Saturday's] rally there have been communications from extremist groups, many of which are located outside of Virginia, who ...",Extremist group
Iran says attack in Pakistan targeted 'Iranian terrorist group' | Politics ...,https://www.aljazeera.com/news/2024/1/17/iran-says-attack-in-pakistan-targeted-iranian-terrorist-group,17 Jan 2024,"Jan 17, 2024 ... Iran's Foreign Minister Hossein Amir-Abdollahian said the air attacks in Pakistan that killed two children this week targeted an “Iranian ...",Extremist group
MI5: Zionists 'plotted to kill Churchill' | News | Al Jazeera,https://www.aljazeera.com/news/2011/4/4/mi5-zionists-plotted-to-kill-churchill,4 Apr 2011,"Apr 4, 2011 ... ... extremists [GALLO GETTY]. A Jewish extremist group proposed assassinating Winston Churchill, Britain's war-time leader, declassified files ...",Extremist group
A domestic terror law could quash political dissent in the US ...,https://www.aljazeera.com/opinions/2020/6/13/a-domestic-terror-law-could-quash-political-dissent-in-the-us,13 Jun 2020,"Jun 13, 2020 ... ... extremist groups to be designated as a domestic terrorist organisation. ... No law exists authorising the designation of a domestic group as a ...",Extremist group
Lebanon court sentences singer Fadel Shaker to 22 years in prison ...,https://www.aljazeera.com/news/2020/12/17/lebanon-court-sentences-singer-fadel-shaker-to-22-years-in-prison,17 Dec 2020,"Dec 17, 2020 ... The Lebanese pop star turned hardliner was sentenced in absentia for providing support to a 'terrorist' group.",Extremist group
US Muslim suspects face new charges | News | Al Jazeera,https://www.aljazeera.com/news/2005/9/30/us-muslim-suspects-face-new-charges,30 Sep 2005,"Sep 30, 2005 ... ... terrorist organisation a year after the judge in the case said there was no evidence of their links to extremist groups.",Extremist group
What you should know about China's minority Uighurs | Uighur ...,https://www.aljazeera.com/news/2021/7/8/uighurs-timeline,Last update 14 Jul 2021,"Jul 8, 2021 ... China has been accused of genocide against the largely Muslim group, but Beijing says it is only tackling extremism.",Extremist group
"ARSA group denies links with al-Qaeda, ISIL and others | Rohingya ...",https://www.aljazeera.com/news/2017/9/14/arsa-group-denies-links-with-al-qaeda-isil-and-others,14 Sep 2017,"Sep 14, 2017 ... Rakhine-based Rohingya fighters, who emerged in October last year, say they have no ties to any 'terrorist group'.",Extremist group
Thousands protest Quetta sectarian attacks | News | Al Jazeera,https://www.aljazeera.com/news/2013/1/11/thousands-protest-quetta-sectarian-attacks,11 Jan 2013,"Jan 11, 2013 ... Lashkar-e-Jhangvi, a Sunni Muslim extremist group, has claimed responsibility for the attack. Bomb explosions and violent deaths also rocked ...",Extremist group
Boko Haram 'most wanted' list | Features | Al Jazeera,https://www.aljazeera.com/features/2012/11/24/boko-haram-most-wanted-list,24 Nov 2012,"Nov 24, 2012 ... After nearly 3 years of violence and fighting by Nigeria's extremist group Boko Haram, in which more than a thousand people have been killed ...",Extremist group
Egypt border guards killed in Sinai attack | News | Al Jazeera,https://www.aljazeera.com/news/2012/8/5/egypt-border-guards-killed-in-sinai-attack,5 Aug 2012,"Aug 5, 2012 ... “State media is quoting unnamed officials saying that foreign fighters, armed groups, belonging to some previously unknown extremist group ...",Extremist group
Canada: Murder raises fresh concerns about far-right violence | The ...,https://www.aljazeera.com/news/2020/10/3/what-is-being-done-about-the-far-right-canadas-biggest-threat,3 Oct 2020,"Oct 3, 2020 ... ... extremists and the broader sympathy with the movement”. More than 300 right-wing groups defined as extremist are currently operating in ...",Extremist group
Tillerson: Blacklisting Muslim Brotherhood problematic | News | Al ...,https://www.aljazeera.com/news/2017/6/14/tillerson-blacklisting-muslim-brotherhood-problematic,Last update 14 Jun 2017,"Jun 14, 2017 ... ... extremist” groups, including the Muslim Brotherhood. Doha has denied ... In March 2014, the kingdom designated the Muslim Brotherhood a “terrorist ...",Extremist group
Morocco 'hunts more bomb suspects' | News | Al Jazeera,https://www.aljazeera.com/news/2007/4/11/morocco-hunts-more-bomb-suspects,11 Apr 2007,"Apr 11, 2007 ... Extremist group. The government has said Abdellatif Raidy was the ... A judicial source told the AFP news agency on Wednesday that a “terrorist ...",Extremist group
Al-Qaeda claims wave of deadly Iraq attacks | News | Al Jazeera,https://www.aljazeera.com/news/2012/3/21/al-qaeda-claims-wave-of-deadly-iraq-attacks,21 Mar 2012,"Mar 21, 2012 ... Front group claims its “Sunni lions” were responsible for ... In all, the extremist groups struck eight cities in just under six ...",Extremist group
Muslim worker quits after threats | News | Al Jazeera,https://www.aljazeera.com/news/2005/3/3/muslim-worker-quits-after-threats,3 Mar 2005,"Mar 3, 2005 ... A Muslim worker in Belgium was forced to quit her job following the latest in a series of death threats from a shadowy extremist group ...",Extremist group
Bomb attack at Philippines airport | News | Al Jazeera,https://www.aljazeera.com/news/2010/8/6/bomb-attack-at-philippines-airport,6 Aug 2010,"Aug 6, 2010 ... ... extremist group. undefined. The military said suspected attacker was not linked to any extremist group [EPA]. “The indications are it is not a ...",Extremist group
Russia puts Navalny ally Ksenia Fadeyeva on trial for 'extremism ...,https://www.aljazeera.com/news/2023/8/14/russia-puts-navalny-ally-ksenia-fadeyeva-on-trial-for-extremism,14 Aug 2023,"Aug 14, 2023 ... Fadeyeva's legal team on Monday requested at least 10 days to ... extremist” group. Source: News Agencies. Related. Russia jails Navalny ...",Extremist group
Strike shuts down Bangladesh | News | Al Jazeera,https://www.aljazeera.com/news/2005/8/20/strike-shuts-down-bangladesh,20 Aug 2005,"Aug 20, 2005 ... ... protest against a wave of bombings earlier in the week which has been linked to a Muslim extremist group.",Extremist group
US and Russia fail to reach Syria ceasefire deal | News | Al Jazeera,https://www.aljazeera.com/news/2016/9/4/us-and-russia-fail-to-reach-syria-ceasefire-deal,Last update 4 Sep 2016,"Sep 4, 2016 ... The strategy has hinged on an unlikely US-Russian militarily partnership against “extremist groups” operating in Syria. But beyond the ...",Extremist group
